Source,TagName,DateTime,State,Value,Unit,Quality,QualityStatus
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,24:15.8,,64.48,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,24:15.9,,64.68,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,30:16.1,,64.59,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:16.1,,64.57,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:16.1,,64.53,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:16.2,,64.68,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:16.2,,64.67,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:34.1,,68.23,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:33.7,,67.73,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:34.0,,68.39,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:33.8,,68.12,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:33.9,,68.15,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:33.8,,68.37,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:34.5,,65.9,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,50:34.4,,65.9,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,08:34.6,,62.95,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,24:35.0,,64.15,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:34.9,,64.18,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:35.1,,63.48,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:35.7,,63.63,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:35.7,,63.6,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:35.4,,63.63,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:36.1,,62.05,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:36.3,,63.24,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,36:36.3,,63.24,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:36.3,,62.67,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:36.9,,63.89,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:37.0,,63.74,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:37.0,,63.74,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:37.1,,63.83,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,06:37.6,,61.06,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:37.7,,62,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:37.9,,62.06,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:37.7,,62.42,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:37.8,,61.64,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,22:38.3,,62.01,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,24:38.8,,62.03,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,52:38.8,,60,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:38.9,,60.07,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,58:38.9,,60.07,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:39.3,,60.04,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,38:39.3,,63.82,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:39.7,,62.92,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:39.7,,62.92,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:39.7,,63.27,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:40.6,,60.01,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,08:40.6,,60.02,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:40.9,,60,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,06:40.5,,59.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:40.6,,61.06,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:41.0,,60.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:40.9,,60.52,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:41.2,,61.24,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:41.5,,59.75,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:41.4,,59.75,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,20:41.5,,59.74,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:41.6,,59.65,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,20:41.8,,61.24,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,54:42.1,,60.97,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:42.1,,60.97,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,20:42.3,,60.18,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:42.6,,62.22,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,30:42.7,,60.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:42.9,,60.68,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:43.0,,59.46,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:43.2,,61.26,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:43.4,,61.13,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,06:43.6,,61.15,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,40:44.1,,59.55,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:44.1,,59.48,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,24:44.3,,58.59,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:44.8,,60.41,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:44.6,,60.39,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:44.6,,60.39,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,20:44.6,,60.27,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:45.2,,60.94,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,52:45.4,,60.8,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,54:45.3,,60.78,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:45.3,,60.82,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,08:46.0,,58.59,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:46.2,,60.04,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:46.1,,60.02,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:46.1,,60.09,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:46.5,,59.62,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:46.5,,59.73,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:46.6,,59.72,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:47.1,,58.57,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,11:48.5,,68.84,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,33:47.7,,66.84,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,35:47.8,,66.84,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,49:47.9,,65.38,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,57:48.4,,67.79,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,09:48.3,,67.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,11:48.5,,67.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,47:48.4,,67.82,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,35:48.7,,66.19,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,43:48.8,,66.21,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,45:48.7,,66.18,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,49:48.6,,66.2,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,01:48.8,,63.37,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,19:49.0,,64.69,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,21:48.8,,64.69,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,49:49.1,,64.89,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,15:49.0,,62.53,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,55:49.0,,63.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,57:49.2,,63.55,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,15:49.1,,63.19,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,21:49.3,,63.75,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,29:49.3,,63.46,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,31:49.4,,63.46,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,59:49.3,,64.72,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,05:49.8,,63.77,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,09:49.9,,63.77,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,09:49.9,,63.06,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,41:50.0,,63.16,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,43:50.0,,63.16,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,11:50.8,,62.35,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,15:50.2,,63.56,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,17:50.4,,62.91,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,19:50.4,,62.91,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,49:50.4,,63.3,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,53:50.9,,61.36,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,51:50.7,,61.6,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,53:50.7,,61.6,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,55:50.8,,61.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,35:50.8,,63.22,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,27:51.4,,62.45,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,29:51.4,,62.44,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,49:51.4,,60.13,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,03:51.6,,60.16,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,05:51.4,,60.16,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,09:52.0,,62.16,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,39:52.0,,62.14,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,41:52.0,,62.14,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,13:52.5,,59.69,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,15:52.4,,59.63,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,11:52.5,,59.1,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,49:53.3,,62.39,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,51:53.4,,62.36,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,53:53.4,,62.38,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,41:53.3,,60.62,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,25:53.4,,61.06,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:27.3,,68.11,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:26.8,,67.47,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,44:26.8,,67.47,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:26.7,,67.73,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:27.0,,66.21,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:27.3,,67.05,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,20:27.4,,67.09,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:27.3,,67.14,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:27.8,,63.63,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,52:28.0,,65.11,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,54:28.0,,65.11,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:28.0,,64.34,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:28.7,,65.33,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:28.6,,65.33,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,54:28.7,,65.47,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,06:29.1,,61.99,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:29.4,,62.8,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,06:29.4,,62.93,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,22:29.6,,64.15,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,40:30.1,,63.59,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:30.1,,63.61,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,44:30.1,,63.62,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,08:30.6,,61.32,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,14:30.6,,61.4,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:30.7,,61.4,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,54:31.1,,63.76,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,50:31.6,,63.43,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,52:31.8,,63.41,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:32.2,,60.51,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:32.3,,60.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:32.2,,60.55,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,40:32.3,,60.52,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:32.4,,62.58,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:32.8,,62.32,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:32.7,,62.38,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,08:33.0,,62.8,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:33.4,,60.58,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,36:33.4,,60.58,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,38:33.5,,60.58,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:33.7,,60.45,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:34.0,,62.25,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:34.6,,61.87,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,14:34.7,,61.84,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:34.6,,61.85,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,38:35.0,,59.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:35.1,,59.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,50:35.1,,59.71,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:35.1,,59.69,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:35.8,,62.32,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,24:36.0,,62.01,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:35.9,,61.97,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,58:36.6,,59.96,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:36.6,,59.98,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,36:37.2,,58.96,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,38:37.4,,63.28,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,42:37.5,,63.28,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,58:06.7,,72.69,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:06.3,,72.48,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:06.2,,72.44,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,30:06.4,,72.47,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:06.9,,69.21,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:06.9,,69.21,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:06.9,,69.23,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,04:07.6,,67.05,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,38:07.6,,67.29,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,40:07.7,,67.3,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,22:07.8,,67.53,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,14:08.3,,66.65,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:08.3,,66.65,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:09.1,,65.8,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:09.1,,65.8,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,50:09.2,,65.76,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,58:09.1,,65.7,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,40:09.3,,67.18,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,22:09.8,,66.59,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:09.9,,66.63,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:10.4,,67.69,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:10.6,,64.45,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,02:10.7,,64.44,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,16:10.7,,64.37,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:11.0,,66.21,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,36:11.5,,65.75,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,38:11.4,,65.8,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:11.5,,65.88,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:12.1,,63.86,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,12:12.1,,63.9,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,14:12.3,,63.53,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,22:12.5,,65.14,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:12.6,,64.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:12.8,,64.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:13.3,,66.12,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,22:13.4,,64.28,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,26:13.4,,64.23,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,30:14.2,,62.6,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,56:14.2,,62.65,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,58:14.1,,62.63,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:14.3,,62.74,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:14.9,,62.15,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:14.9,,62.17,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,34:15.0,,62.19,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,32:15.2,,62.13,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,00:15.9,,64.65,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,08:15.8,,64.54,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:15.9,,64.59,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,28:15.8,,64.86,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,44:16.4,,62.78,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,46:16.5,,62.78,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,52:17.2,,61,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,18:17.4,,63.86,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,20:17.5,,63.9,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,10:17.6,,64.41,%,192,0
STL Domae4 M1 Laser Humidity,STL Domae4 M1 Laser1 Humidity,48:18.3,,63.49,%,192,0
